site,date,n_scenes,scenes,coverage,cloud_frac,valid_frac,blue_median,mndwi_thr,thr_method,water_nir_green,water_blue,site_ha,water_ha,water_frac,wet_veg_ha,ndwi_water_ha,scl_water_ha,ndti_mean,ndci_mean,ndci_p90,bloom_frac,quality,processed_at
brenne,2018-07-23,4,S2A_30TYS_20180723_0_L2A;S2A_30TYT_20180723_0_L2A;S2A_31TCM_20180723_0_L2A;S2A_31TCN_20180723_0_L2A,1.0,0.1603,0.8397,0.0392,-0.0977,otsu,0.592,0.0278,57957.1,1747.0,0.0359,1059.8,1751.7,1224.2,-0.1248,0.1634,0.2979,0.3364,ok,2026-09-03T17:53:25+00:00
brenne,2018-07-25,4,S2B_30TYS_20180725_0_L2A;S2B_30TYT_20180725_0_L2A;S2B_31TCM_20180725_0_L2A;S2B_31TCN_20180725_0_L2A,1.0,0.0043,0.9957,0.0435,-0.0977,otsu,0.65,0.0316,57957.1,2485.8,0.0431,1434.1,2406.0,1977.4,-0.1147,0.1595,0.2777,0.3348,ok,2026-09-03T17:53:25+00:00
brenne,2018-07-28,4,S2B_30TYS_20180728_0_L2A;S2B_30TYT_20180728_0_L2A;S2B_31TCM_20180728_0_L2A;S2B_31TCN_20180728_0_L2A,1.0,0.5622,0.4378,0.0739,-0.3398,otsu,0.626,0.0381,57957.1,515.2,0.0203,10157.0,222.2,135.5,-0.0075,0.1104,0.1932,0.0908,nublado,2026-09-03T17:53:25+00:00
brenne,2018-07-30,2,S2A_30TYS_20180730_0_L2A;S2A_31TCM_20180730_0_L2A,1.0,0.5431,0.4569,0.0773,-0.3086,otsu,0.484,0.0415,57957.1,970.4,0.0366,6341.8,665.4,42.8,-0.0774,0.1307,0.2418,0.1623,nublado,2026-09-03T17:53:25+00:00
brenne,2018-08-02,8,S2A_30TYS_20180802_0_L2A;S2A_30TYS_20180802_1_L2A;S2A_30TYT_20180802_0_L2A;S2A_30TYT_20180802_1_L2A;S2A_31TCM_20180802_0_L2A;S2A_31TCM_20180802_1_L2A;S2A_31TCN_20180802_0_L2A;S2A_31TCN_20180802_1_L2A,1.0,0.0117,0.9883,0.0345,-0.168,otsu,0.642,0.0257,57957.1,2273.4,0.0397,1594.4,2106.3,1367.0,-0.0992,0.1792,0.3243,0.4043,ok,2026-09-03T17:55:05+00:00
brenne,2018-08-04,8,S2B_30TYS_20180804_0_L2A;S2B_30TYS_20180804_2_L2A;S2B_30TYT_20180804_0_L2A;S2B_30TYT_20180804_1_L2A;S2B_31TCM_20180804_0_L2A;S2B_31TCM_20180804_2_L2A;S2B_31TCN_20180804_0_L2A;S2B_31TCN_20180804_1_L2A,1.0,0.0006,0.9994,0.0423,-0.1133,otsu,0.672,0.0307,57957.1,2537.0,0.0438,1501.2,2274.1,1696.1,-0.0926,0.1681,0.3121,0.3503,ok,2026-09-03T17:55:05+00:00
brenne,2018-08-07,4,S2B_31TCM_20180807_0_L2A;S2B_31TCM_20180807_1_L2A;S2B_31TCN_20180807_0_L2A;S2B_31TCN_20180807_1_L2A,1.0,0.1012,0.8988,0.0625,-0.332,otsu,1.213,0.0719,57957.1,231.0,0.0044,7484.9,19.5,0.0,0.0143,0.1018,0.1406,0.0024,espectro_anomalo,2026-09-03T17:55:05+00:00
brenne,2018-08-12,12,S2A_30TYS_20180812_0_L2A;S2A_30TYS_20180812_1_L2A;S2A_30TYS_20180812_2_L2A;S2A_30TYT_20180812_0_L2A;S2A_30TYT_20180812_1_L2A;S2A_30TYT_20180812_2_L2A;S2A_31TCM_20180812_0_L2A;S2A_31TCM_20180812_1_L2A;S2A_31TCM_20180812_2_L2A;S2A_31TCN_20180812_0_L2A;S2A_31TCN_20180812_1_L2A;S2A_31TCN_20180812_2_L2A,1.0,0.0007,0.9993,0.0333,-0.1445,otsu,0.643,0.0244,57957.1,2390.6,0.0413,1564.0,2308.3,1704.6,-0.1033,0.199,0.3357,0.459,ok,2026-09-03T17:55:05+00:00
brenne,2018-08-14,8,S2B_30TYS_20180814_0_L2A;S2B_30TYS_20180814_1_L2A;S2B_30TYT_20180814_0_L2A;S2B_30TYT_20180814_1_L2A;S2B_31TCM_20180814_0_L2A;S2B_31TCM_20180814_1_L2A;S2B_31TCN_20180814_0_L2A;S2B_31TCN_20180814_1_L2A,1.0,0.4333,0.5667,0.0578,-0.0508,otsu,0.59,0.0279,57957.1,1289.4,0.0393,713.5,1330.8,1220.1,-0.1357,0.1735,0.3115,0.3879,nublado,2026-09-03T17:55:05+00:00
brenne,2018-08-17,3,S2B_30TYT_20180817_0_L2A;S2B_30TYT_20180817_1_L2A;S2B_31TCN_20180817_0_L2A,0.0375,1.0,0.0,,0.0,fijo,,,57957.1,0.0,0.0,0.0,0.0,0.0,,,,,sin_datos,2026-09-03T17:55:05+00:00
brenne,2018-08-19,8,S2A_30TYS_20180819_0_L2A;S2A_30TYS_20180819_1_L2A;S2A_30TYT_20180819_0_L2A;S2A_30TYT_20180819_1_L2A;S2A_31TCM_20180819_0_L2A;S2A_31TCM_20180819_1_L2A;S2A_31TCN_20180819_0_L2A;S2A_31TCN_20180819_1_L2A,1.0,0.0036,0.9964,0.0349,-0.1445,otsu,0.684,0.0216,57957.1,2349.3,0.0407,1412.2,2054.7,1628.9,-0.0873,0.1898,0.3183,0.4449,ok,2026-09-03T17:55:05+00:00
